Trade name,INCI,Other designations,Other preservative trade names,CAS#,Type,Formula layer,Organic formulation,Butter type,Preservative type,Surfactant type 1,Surfactant type 2,Plant part,Process,Scent,Perfume note,Color,Presentation,Appearance,Melting point °C,Viscosity,Density,Saponification value,Acid value,Molecular weight,Description,Composition,Characteristics,Functions,Aroma-psychology - promotes:,Aroma-psychology - counteracts:,Properties/actions,Uses,Type of formulation,Mask usage,Solubility,Solidifies at,Temperature stability,Absorption rate,Iodine value - highest,Iodine value - lowest,Iodine value,pH as supplied,Application pH,Stable within a pH range of,Recommended dosage,Heat sensitive,Formulation tips,Heat and hold,Hazards / Safety data,Shelf life,Storage,Conservation tips,Co-X,Interchangeable with,Use with suggested chelator,Use with following preservatives,Compatibility with other surfactants,Incompatibility,Attention,Docs.,Photo(s),Link #1,Link #2,Studies,Stock,Notes,Alpha-Linolenic Acid avg,Arachidic Acid avg,Arachidonic Acid avg,Behenic Acid avg,Brassic Acid avg,Capric Acid avg,Caproic Acid avg,Caprylic Acid avg,Eicosadienoic Acid avg,Eicosatrienoic Acid avg,Elaidic Acid avg,Eleostearic Acid avg,Erucic Acid avg,Gadoleic/9-Eicosenoic Acid avg,Gamma-Linolenic Acid avg,Gondoic/11-Eicosenoic Acid avg,Lauric Acid avg,Lignoceric/Tetracosanoic Acid avg,Linoleic Acid avg,Myristic Acid avg,Nervonic Acid avg,Oleic Acid avg,Palmitic Acid avg,Palmitoleic Acid avg,Punicic Acid avg,Ricinoleic Acid avg,Stearic Acid avg,Stearidonic Acid avg,Vaccenic Acid avg,Unsaponifiables avg,Oil high in...,Blends well with,Stock origin,Active matter,Clay type,Safety - Therapeutic status,Safety - Skin irritation,Safety - Skin sensitization,Safety - Skin photosensitization,Dryness,Emulsion type,Use with,pH modifier
Symbio Solv Clear,Caprylyl/Capryl Glycosides; Aqua; Sodium Cocoyl Glutamate; Polyglyceryl-5 Oleate; Glyceryl Caprylate; Citric Acid,,,,Surfactant,Functional,Accepted,,,"Solubilizer,Co-emulsifier",,,,,,,,,,,,,,,"Symbio Solv Clear can be employed in various cosmetic products. It yields transparent solutions of most perfume oils and essential oils in aqueous formulations, thus making it invaluable for tonics or oral care products. As a powerful solubilizer, it can also be used in surfactant based products like shampoos or shower gels, and as a co-emulsifier in O/W-emulsions. The product can be used in alcohol-containing and alcohol-free product concepts. Due to its hydrophilic structure, it has a good water-binding capacity and leaves a pleasant skin feel without feeling sticky. It is Ecocert, Cosmos and Natrue certified. It is PEG and PPG free. ",,Non-sticky,"co-emulsifier,solubilizer",,,,,,,Oil,,,,,,,,,,1:1 – 1:5 (oil: solubilizer),❌,Symbio®solv clear is easy to handle and allows to work at room temperature and under low stirring. Usage Rate: 1:1 – 1:5 (oil: solubilizer),,,,,,,,,,,,,"Symbiosolv.pdf (https://v5.airtableusercontent.com/v3/u/28/28/1713765600000/i0uLZRs3tHs8YefPDmqlGw/34CCxMvjpFSosKAjTCKsp9H-lDqS27C-OJBueTQUmMNjLtpygWZ6nFJoELURo7iswIqrSVLbwhmwLVfBbZ0wO7qX4r7bpoaJKebFO0UlDkU/6TcE3J8O5xNSLGn2hT6tmDa8NK3EHdCLQ8naEKd0FCM),SymbiosolvClear.pdf (https://v5.airtableusercontent.com/v3/u/28/28/1713765600000/AhB2mQzGzKX8yE2BCgBsWg/Dc4VOlTLMxhqa6_TciWadV2tVGTTTBTdaowDMxmPbEHuApxRFq0zFUEfTVovGFDPNF4KKCJhtWs4c8EgEKPlnRDT1_Lvc4VEDlruawLJunQ/x9PNbGLFJ0igTCFIeO6IGNV7uyY6qeQ_BcdwbLX2Atk)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oil-in-water,,
Symbio®solv clear plus ,Caprylyl/Capryl Glucoside; Aqua; Sodium Cocoyl Glutamate; Glyceryl Caprylate; Citric Acid; Polyglyceryl-6 Oleate; Sodium Surfactin,,,,Surfactant,Functional,Accepted,,,Solubilizer,,,,None,,,Liquid,,,,,,,,"Symbio®Solv Clear Plus is a solubiliser blend perfect for use in transparent cosmetic products (both alcohol based and non-alcohol based).This solubiser is 100% naturally derived, and is wheat free and PEG free, offering a great alternative to other similar products on the market.

This is a new solubilizer from the Natural solubilizer family , approved and conform for ""natural"" formulations. It is a PEG-free and a gluten free solubilizer and is going to replace both Natural solubilizer XC and Natural solubilizer clear from May 2018.
Natural solubilizer clear plus is very similar to the previous Natural solubilizer varieties. It has a much lighter colour than Natural solubilizer XC and its color doesn't have any impact on the finished product. It has no inherent scent of its own. It foams slightly more than Natural solubilizer clear and Natural solubilizer XC but by adding some Pentylene glycol and to the formulation you can reduce the concentration of the solubilizer and reduce the amount of foam.

Symbiosolv clear plus has a low viscosity, similar to 85% glycerine and is quite easy to dose both in small and large scale.

Produces higher volumes of foam when compared to its predecessors. ",,Slightly foamy,"clear products,solubilizer",,,,,"Toner,Oral care,Shampoo,Shower gel,Oil-in-water emulsions,Micellar water,Hair mist,Low surfactant cleansers",,Oil,,,,,,,,,,Max. 5%. Application dosage: dosage depends on the fragrance or essential oil and varies from ingredient to ingredient. It is usually between 1:3-1:5 (5 parts solubilizer for 1 part EO).,❌,"Working with a solubiliser is quite easy. Usually you blend your essential oil and the natural solubiliser together first in a beaker. If your preservative has any oil-soluble components (such as Benzyl alcohol) you should blend the preservative in this step together with the essential oil and the solubiliser.

Depending on the essential oil, the ratio between essential oil and solubiliser usually ranges between 1:4 – 1:8. This means you blend one part essential oil with between 4 and 8 parts solubiliser.

Then blend all your water-soluble ingredients together in a separate beaker, including your extracts and humectants. After both phases (water-soluble phase and the solubiliser phase) are homogeneous, slowly add the solubiliser phase to the water phase and blend the mixture. Measure and adjust the pH and voila! Here is your transparent/transluscent product.

I have experienced that for some essential oils, the blend needs time to become completely transparent. If your blend is not transparent immediately after preparation, wait up to 24 hours before you decide to increase the dosage of the natural solubiliser.

https://formulabotanica.com/how-to-use-a-natural-solubiliser/

----

How to use it?You assign % in the formula for the solubiliser and reduce the hydrosols accordingly. The percentage depends on the supplier’s recommendation, but, in general, it can be along the lines of:• EO : solubiliser ratio = 1:4 • EO : solubiliser ratio = 1:8Please always check the supplier’s guide for the ratio.Mix essential oils with the solubiliser before adding it to the base product.

----
Natural solubilizer Clear plus is applied like other solubilizers. It is applied to impart fragrance oils and essential oils into aqueous solutions (tonic, body splash, low surfactant cleansers, hair mist, micellar water etc.).
It can tolerate max. 10% of alcohol.

To find the right dosage: test different ratios with each different oil or combination of oils to be used in a product.
Step by step procedure:

Make 20-25 gr batches at this step.

Make a 1:4 blend of EO:solubilizer in a small beaker. (We're working with 1% EO concentration meaning 1% EO and 4% solubilizer).

Weight your water (100%-(EO+solubilizer)) in another beaker.Add the EO+solubilizer blend to water in small aliquots. Wait for complete dispersion before each subsequent addition. Blend the mixture for a few minutes.

If the blend looks transparent, reduce the concentration of the solubilizer and see whether it works. If the solution is not transparent, increase the concentration of the solubilizer until you reach a concentration that works.
After we've found the golden ratio, let's say a 1:4 ratio for the EO: solubilizer we need to move to the next step. The next step would be to store your sample for at least 24 hours in the fridge and see whether any turbidity or separation would follow. If this is the case you need to increase the solubilizer:EO ratio and repeat the test again.

If you're lucky enough and the sample is OK then you'll move to the next step which is adding other ingredients.

If your preservative is completely water soluble, make a small batch of your final formulation (30-50 gr), add the preservative, adjust the pH and then run the necessary stability tests before scaling up.



If your preservative has some oil soluble components and is not completely water soluble, you'll need to blend the EO and the preservative and find out the optimim/minimum ratio of the solubilizer for the EO+preservative. You may need to increase the concentration of the solubilizer to fully solubilizer the preservative. After finding the golden ratio, run your fridge test and move to the final formulation after your fridge test has been passed succesfully.

skinchakra",,,,,,,,,,,Please note this product is incompatible with vegetable oils and cationic compounds.,,,,https://shop.skinchakra.eu/en/Cosmetic-Lab/Cosmetic-ingredients-A-Z/Natural-solubilizer-clear-plus.html?listtype=search&searchparam=Symbio,https://skinchakra.eu/blog/archives/525-A-green-kick-in-the-day-revitalizing-toner.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamanu Oil,Calophyllum Inophyllum (Tamanu) Oil,,,,Vegetable oil,Foundation,Accepted,,,,,,,,,,,,,heavy,,,,,"Tamanu oil is high in anti-oxidants which accelerate wound healing and growth of new tissues. It's a powerful skin regenerator but is also anti-bacterial and anti-inflammatory which make it a powerful acne fighter.
(argan-republic.com)",,,,,,"analgesic,anti-inflammatory,anti-oxidant,antibacterial,antimicrobial,emollient,healing,regenerating","acne-prone skin,bruises,burns,cuts,damaged skin,mature skin,stretch marks",,,,,,,108,99,99 - 108,,,,,✅,,,,1 year,,,,,,,,,,,Tamanu Oil.jpeg (https://v5.airtableusercontent.com/v3/u/28/28/1713765600000/n809bcC5rWmiwuXioKsS1g/Vfo92Bqp7426_4wSql13KlEpOIEV74uCpC66AMvDp4g-wcZsfs66gV0kA54NqzKBNUusz4-ELab0C6HcgQgekTbgDH9w-OgU5JLnsPLkp-7JaMx7ajI7oUc1t_3CC1xzAG5Y4b2-8mVxAonAeSOo6Q/TY0V06oHsLaqeT3q2qWgcg_9vYbjjl2llaHPbTZ1R7g),http://www.jeannerose.net/articles/Calophyllum_inophyllum.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tangerine EO,Citrus reticulata,,,,Essential oil / CO2 / Absolute,Aromaceutical,,,,,,peel,steam distilled,,Top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,❌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not photosensitizing,,,,
Tea Tree (Lemon) EO,Leptospermum Petersonii (Lemon Tea Tree) Oil,,,,Essential oil / CO2 / Absolute,Aromaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,❌,,,"Tea tree lemon-scented:
CYP2B6 substrates
(Constituents of this oil inhibit CYP2B6, which could potentiate drug action)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,Moderate,Not photosensitizing,,,,
Tea Tree EO,Melaleuca alternifolia,,,,Essential oil / CO2 / Absolute,Aromaceutical,,,,,,leaves,steam distilled,"Camphoraceous,Clean,Fresh,Medicinal","Top,Middle",,,,,,,,,,,,"Medium intensity scent,Poor persistence scent",,,"confusion,depression,distraction,fatigue,lack of concentration,lethargy","analgesic,anti-dandruff,anti-inflammatory,antibacterial,antifungal,antihistamine,antimicrobial,antiseptic,antiviral,refreshing,regenerating,relieves itchy skin,stimulating","acne-prone skin,athlete's foot,bacterial infections,boils,candida infections,cold sores,dermatitis,fungal infections,hair - dandruff,herpes,itching,oily skin,psoriasis,scabies,seborrheic dermatitis,warts,wounds; scratches",,,,,,,,,,,,,,❌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mild with no chronic cumulative toxicity,,Moderate,Not photosensitizing,,,,
Thyme ct. linalol EO,Thymus vulgaris ct. linalol,,,,Essential oil / CO2 / Absolute,Aromaceutical,,,,,,flowering herbs,steam distilled,"Dry,Fresh,Green,Herbaceous,Peppery,Sweet",Middle,Clear,,,,thin,,,,,,,"Medium intensity scent,Poor persistence scent",,"alertness,balance,concentration,courage,decisiveness,focus,strength,tolerance,warmth","confusion,depression,disconnection,distraction,exhaustion,fatigue,lethargy,mood swings,moodiness","analgesic,antifungal,antiseptic,muscle relaxing,stimulating","acne-prone skin,athlete's foot,boils,cellulite,congested pores,eczema,fungal infections,insect bites,nail fungus,psoriasis,viral infections,wounds; scratches",,,,,,,,,,,,,,❌,,,Not to be used during pregnancy and lactation.,,,,,,,,,,,molecules-15-03200.pdf (https://v5.airtableusercontent.com/v3/u/28/28/1713765600000/7CD2Rki0XPCJZzVXrOZpvw/MtvtLipTWNkvTRmwj7MOmA4K-dqWA7hxg5SNE51SeNPB54MZJCbsZGhDtbA-txYFQRRY4Ny1eBcpybKyESolCdIn1sjbnMIHwv0lMWBaIAE/O-ZOACR1nnDZ0Ul11mY5XO7F8EKsOVjZrTqx28BUCwk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mild with no chronic cumulative toxicity,,,Not photosensitizing,,,,
Thyme ct. thymol (Red Thyme) EO,Thymus vulgaris ct. thymol,,,,Essential oil / CO2 / Absolute,Aromaceutical,,,,,,aerial parts,steam distilled,,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,❌,,,Not to be used during pregnancy and lactation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong,Moderate,Not photosensitizing,,,,
Trauma Oil,"Calendula flower (Calendula officinalis), Arnica flower(Arnica montana), St. John's Wort flowering tops (Hypericum perforatum)",,,,Vegetable oil,Foundation,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,❌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuberose absolute,Polianthes tuberosa L. Absolute,,,,Essential oil / CO2 / Absolute,Aromaceutical,,,,,,,,,,,,,,,,,,,,,,,"courage,enthusiasm,motivation,sensitivity,sensuality","anger,bitterness,conflict,confusion,disorientation,irritability,over sensitivity,resentment,selfishness,stress",,,,,,,,,,,,,,,,❌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not photosensitizing,,,,
Tucuma butter,Astrocaryum Tucuma Seed Butter,,,,Butter,Foundation,,Semi hard,,,,,,,,,,,28˚C - 36˚C,,,,,,,,,,,,,,,,,,,,,,,,,,,❌,,,,,,,,,,,,,,,tucuma.jpg (https://v5.airtableusercontent.com/v3/u/28/28/1713765600000/Ix8V644OU4ikR3DqpugrOA/KxO7TNZs0BHrWuhOk2uU3hJBFsy_v2hT8OoUelDnfhw7L0zeZQjfM6UtkrQCEmDBoR82zNZial_dc8qx2KILGjAEiWLATewyl1IxeAdZWAw/j1_ubpjh9bxWDeYncvq8W-5H6ClNx17nlpXu5DdKaZg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tucuma Oil,Astrocaryum Tucuma Seed Oil,,,,Vegetable oil,Foundation,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,❌,,,,,,,,,,,,,,,Tucuma Oil.jpg (https://v5.airtableusercontent.com/v3/u/28/28/1713765600000/GXWROjXnQOmSNrsJDvV_YQ/3KAxVOkwe3l1koaSdxbdgkPlRpem8QInKO8nIV_T9wO62Qfzf33CRd-C0T-qYMCqjYgHCbH1Ph0Uti8nx4yUQ27vk6eYLajatLsdZYZZEQOk38UcT5F5-63UZCd_jWMg18XFvpxJKfkbLEP9K9mBVw/OQLWM5q53E-SZd2YM6Q3ttVxF9MTjTmMbcbpe1TMBQI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey Red Oil,Sulfated Ricinus communis (Castor) Oil,,,,Vegetable oil,Foundation,,,,,,,,,,,,,,,,,,,,,,,,,,"acne-prone skin,mixed skin,oily skin",,,,,,,,,,,,,,❌,,,,,,,,,,,,,,,Turkey Red Oil.jpg (https://v5.airtableusercontent.com/v3/u/28/28/1713765600000/whzWLqGjUeQhZlR_-noofw/PIr36uAfJR-hubzdfme2JBPlmFwsWxEl4Wkv68fz9svidyTkt67x6A2M2l452j9rIZtNeAUrYidFfMzQOZNGV6eZzxfYj_2bqjVYJ6IeNwgoxO9IpM4T_ZM3J0tMdnCSXx74uK0AZTm8ZATdbbH0Gw/jU5zYpHgtjfoNAmrSxQ_DD-xFMdcPE7bV-XxL0X_JNQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turmeric EO,Curcuma longa,,,,Essential oil / CO2 / Absolute,Aromaceutical,,,,,,dried crushed rhizomes,steam distilled,"Fresh,Spicy,Warm,Woody","Middle,Top",Orange-yellow,,,,thin,,,,,,,,,,,,,,,,,,,,,,,,,,❌,,,,,,,,,,,,,,Turmeric and Frankincense in Inflammation_ An Update.pdf (https://v5.airtableusercontent.com/v3/u/28/28/1713765600000/xF473Xs5GzfBpsF-GpUXlA/xr0x8S7JLNTQr15QZYiflDjHJkvksAtAzJ4q8CsbhzK9UyHDak-8XjnplwdVZ6PL-mzY_Qazw1rhUteMK0HZ0dBaXHnCXqbf7zlKZRthSI3hCdixkA-y4-NiuZdHAWsa_P9YYHDYiPugpWvqlujQ_U0aPZZu5FsL1ETIdJ7ezIU/iQRgCoxarsj0UCD4fdbzHVGyjfEru_dSEjwVFBh8vvk),roots-turmeric-powder-curcuma-longa-turmeric-plant-used-as-spice-kitchen-111982236.jpg (https://v5.airtableusercontent.com/v3/u/28/28/1713765600000/cecDtmvcPI56lSFcixR0KA/Fyg-n0PnhNzyLsf2omniMc-it5FtJqVUj2glQY3P4-UCu1qQ9WnIS1k0jYL2Ff9AJYIim6Cxw5LVwtCugQRrwSbXZZG775Kc656JKVl3snDypPiK8Syyx0mpwdyxoWoiFAn12agFFEJIkRa8KEHe0Faa5Gv1bWtpqul0Fa9DkMKVx18Vq7M42H-CzsrrwXDE/NBU1g0Srqi9h7u9WVs7yucKzyZK2nnd-BcuCrc2C1PM),,,,☠️ Turmeric EO / 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not photosensitizing,,,,
Turmeric extract,Glycerin & Curcuma Longa (Turmeric) Root Extract,,,,Active,Active botanicals,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water,,,,,,,,,,,❌,,,,,,,,,,,,,,,,,,,☠️ Turmeric extract / 285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valerian EO,Valeriana officinalis,,,,Essential oil / CO2 / Absolute,Aromaceutical,,,,,,rhizome,steam distilled,,Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,❌,,,Not to be used during pregnancy and lactation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not photosensitizing,,,,
Vanilla,Vanilla planifolia,,,,Essential oil / CO2 / Absolute,Aromaceutical,,,,,,seeds,solvent extraction/enfleurage,,Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,❌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not photosensitizing,,,,
Varisoft EQ 65,Distearoylethyl Dimonium Chloride (and) Cetearyl Alcohol,,,"67846-68-8, 67762-27-0 ",Surfactant,Functional,Accepted,,,Emulsifier,Cationic,,,,,"White,Off white",Solid,White to off-white pastilles,,,,,,,"Varisoft EQ 65 is a green, readily biodegradable cationic or positively charged ester quat derived from stearic acid and combined with cetearyl alcohol to act as a thickener and conditioning agent for emulsions and hair care products.

Hair care products and lotions made with Varisoft EQ 65 are rich and creamy with the distinctive dry, powdery skin feel of cationic emulsifiers. They are substantive and conditioning to skin and hair, while improving wet detangling and combing, and offering superior dry combing and hair feel.

Varisoft EQ 65 can be used as the primary positively charged ingredient for hair care products such as leave in conditioners, rinse off conditioners, hair masks, and intense treatments, as well as an emulsifier for lotions, creams, and body butters in which you want a green, biodegradable product with a less greasy and smooth skin feel with low tackiness. 
Hair care products made with 2% Varisoft EQ 65 offer excellent rinse-ability, increased ease of styling, and increased gloss when compared to 2% Behentrimonium Chloride, and increased hair volume, bounce, dry and wet feel along with dry and wet combing compared to 2% Cetrimonium Chloride. Compared to alkyl quats like Behentrimonium Methosulfate or Stearamidopropyl Dimethylamine, conditioners made with Varisoft EQ 65 weigh hair down less. 


Key Benefits

ECOcert and COSMOS certified Green and readily biodegradable
Increased rinseability, ease of styling, and increased gloss when compared to alkyl quats like Behentrimonium Chloride in hair care products 
Increased volume, bounce, and improved wet and dry feel as well as wet and dry combing compared to Cetrimonium Chloride in hair care products
Reduced weighing down of hair 
Produces a smooth, less greasy, powdery skin feel in emulsions
Increased substantivity and conditioning for skin in body care products

Applications

Eco and green hair care products, including conditioners, leave in conditioners, and conditioning masks.
Eco and green body care products, including lotions, moisturizers, and creams as the emulsifier
Sun care and after sun care products due to the smooth skin feel and low tackiness","cationic or positively charged ester quat derived from stearic acid and combined with cetearyl alcohol
Varisoft EQ 65 contains cetearyl alcohol as a thickener (65% active distearoylethyl dimonium chloride to 35% cetearyl alcohol)","Powdery skin feel,Dry skin feel,Less greasy skin feel,Smooth feel to the hair,""Smooth, satin-like feeling to the skin"",Low tackiness","thickener,hair conditioning,skin conditioning",,,"hair detangler,improved wet hair comb,improves feel and styleability of hair,hair volume,hair bounce,reduced weighing down of hair",,"Leave-on conditioners,Conditioner bars,Conditioner,Hair mask,Lotions,Creams,Body cream,Body lotion,Body butter,After sun products,Sun care,Rinse-off conditioners",,Water,,,,,,,,,"Aim for a pH of 4.0 – 5.0, preferably below 4.5.", 1 - 10%,❌,"To be dispersed in water at +/- 80-85 degrees C. 
___
Varisoft EQ 65 contains cetearyl alcohol as a thickener (65% active distearoylethyl dimonium chloride to 35% cetearyl alcohol), but additional fatty alcohols such as Cetyl or Behenyl Alcohol can be added to increase substantivity and conditioning as well as viscosity. Generally, add 0.5% fatty alcohol for every 1% Varisoft EQ 65 used. 
___
In emulsions and conditioners with a small oil phase, Varisoft EQ 65 can be measured into the water phase and heated to 75°- 85°C (167°-176°F) along with any other heat tolerant oil or water soluble ingredients or dispersed into the water at 80°- 85°C (176°-185°F).
___
Adding non-ionic emulsifiers such as Ceteareth-20 or Olivem 800 (INCI: Ceteareth-6 Olivate) at 1% to 3% will improve the processing of the pellets in water.
___
Preservatives can be added at 40°C (104°F) with mixing, then allow the product to cool to room temperature.
___
Optimal viscosity can be reached by mixing the product at 30°C (86°F) or under for 30 seconds to 1 minute.  
___
In emulsions and conditioners with a larger oil phase, Varisoft EQ 65 and other oil or silicone soluble ingredients may be heated at up to 85°C (185°F) while heating the water phase to a similar temperature, before combining and mixing with high shear in a separate container, then combined with the water phase and mixed with high shear. Allow to cool to 40°C (104°F) before adding preservative, fragrance or essential oils, or other cool down ingredients. Allow the product to cool to room temperature before mixing again for 30 seconds to 1 minute to obtain optimal viscosity. 
___
In any product, the pH should be adjusted at the end of the formulating process to pH 4 to 4.5 as it can hydrolyze at pH levels higher than 5. This can be done by adding drops of a solution of 50% Citric Acid Solution and testing until it reaches ideal pH.
(Lotion Crafter)",,,,,,,BTMS-50,,,,,Incompatible with anionic surfactants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
